Lev.YearMonth;Hämtställe;Hämtställe Gatuadress;Hämtställe Ort;Hämtställe Märkning;Artikel;RODkod;RodKodbeskr;EWCkod;Farligt avfall;Kvantitet kg
202302;0468801      Volvo Personvagnar AB (Göteborg);Assar Gabrielssons väg 5;Göteborg;Rest. Jacob, kundnr: 0468801;3283 FTI Plastförp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;65
202302;0468801      Volvo Personvagnar AB (Göteborg);Assar Gabrielssons väg 5;Göteborg;Rest. Jacob, kundnr: 0468801;3922 Organiskt avfall fr. kök;R3;R3 Recycled, incl metal scrap;200108;NEJ;639
202302;03791647    Volvo Personvagnar AB (Göteborg);Assar Gabrielssons väg 9;Göteborg;Byggnad VB;3846 Wellpapp, löst;R3;R3 Recycled, incl metal scrap;200101;NEJ;75
202302;0283077      Volvo Personvagnar AB (Göteborg);PVRS Riskskjul Döda dalen;Göteborg;PV Styckegods Farligt Avfall;3934 Glykol, blandning;R1;R1 With energy recovery;160114;JA;5
202302;05711031    Volvo Personvagnar AB (Göteborg);Karossvägen VCI;Göteborg;Projekt tömning VCI;8244 Grovt-överstort, bygg & riv;R1;R1 With energy recovery;170904;NEJ;8 300
202302;05250022    Volvo Personvagnar AB (Göteborg);Parkering PVBL;Göteborg;Batlab Steg 3;8244 Grovt-överstort, bygg & riv;R1;R1 With energy recovery;170904;NEJ;600
202302;0469510      Volvo Personvagnar AB (Göteborg);Miljöstation 2;Göteborg;RA 2:an;3891 LDPE 80/20;R13;R13 Recycled, incl metal scrap;200139;NEJ;1 200
202302;0469510      Volvo Personvagnar AB (Göteborg);Miljöstation 2;Göteborg;RA 2:an;3846 Wellpapp, löst;R3;R3 Recycled, incl metal scrap;200101;NEJ;15 100
202302;05456355    Volvo Personvagnar AB (Göteborg);Designvägen;Göteborg;PV Miljö 1;3283 FTI Plastförp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;40
202302;05456355    Volvo Personvagnar AB (Göteborg);Designvägen;Göteborg;PV Miljö 1;3284 FTI Pappersförp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;20
202302;05456355    Volvo Personvagnar AB (Göteborg);Designvägen;Göteborg;PV Miljö 1;3431 Kontorspapper;R3;R3 Recycled, incl metal scrap;200101;NEJ;20
202302;05456355    Volvo Personvagnar AB (Göteborg);Designvägen;Göteborg;PV Miljö 1;3440 Tissue;R3;R3 Recycled, incl metal scrap;080399;NEJ;440
202302;0185512      Volvo Personvagnar AB (Göteborg);Gunnar Engellaus;Göteborg;Rest. Emma, kundnr: 0185512;3283 FTI Plastförp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;60
202302;0185512      Volvo Personvagnar AB (Göteborg);Gunnar Engellaus;Göteborg;Rest. Emma, kundnr: 0185512;3846 Wellpapp, löst;R3;R3 Recycled, incl metal scrap;200101;NEJ;190
202302;05119557    Volvo Personvagnar AB (Göteborg);Gunnar Engellaus väg;Göteborg;FNI - VAK Miljöstation;3440 Tissue;R3;R3 Recycled, incl metal scrap;200101;NEJ;420
202302;05318936    Volvo Personvagnar AB (Göteborg);Gunnar Engellaus väg;Göteborg;PVV Office Waste;3283 FTI Plastförp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;45
202302;05318936    Volvo Personvagnar AB (Göteborg);Gunnar Engellaus väg;Göteborg;PVV Office Waste;3284 FTI Pappersförp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;10
202302;05119540    Volvo Personvagnar AB (Göteborg);Gunnar Engellaus väg;Göteborg;VAK Godsmottagning;3283 FTI Plastförp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;110
202302;05119540    Volvo Personvagnar AB (Göteborg);Gunnar Engellaus väg;Göteborg;VAK Godsmottagning;3284 FTI Pappersförp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;180
202302;05119540    Volvo Personvagnar AB (Göteborg);Gunnar Engellaus väg;Göteborg;VAK Godsmottagning;3431 Kontorspapper;R3;R3 Recycled, incl metal scrap;200101;NEJ;180
202302;0178855      Volvo Personvagnar AB (Göteborg);Gunnar Engellaus väg;Göteborg;VAK, kundnr: 0178855;3425 Sekretesspapper;R3;R3 Recycled, incl metal scrap;200101;NEJ;613
202302;04395760    Volvo Personvagnar AB (Göteborg);Gunnar Engellaus väg;Göteborg;VAKVN, Kundnr: 04395760;3283 FTI Plastförp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;35
202302;0469536      Volvo Personvagnar AB (Göteborg);Gunnar Engellaus väg 2;Göteborg;Volvohallen, kundnr: 0469536;3283 FTI Plastförp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;30
202302;0469536      Volvo Personvagnar AB (Göteborg);Gunnar Engellaus väg 2;Göteborg;Volvohallen, kundnr: 0469536;3284 FTI Pappersförp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;10
202302;05177977    Volvo Personvagnar AB (Göteborg);Gustaf Larssons väg;Göteborg;PVS Design Office Waste;3283 FTI Plastförp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;50
202302;05177977    Volvo Personvagnar AB (Göteborg);Gustaf Larssons väg;Göteborg;PVS Design Office Waste;3284 FTI Pappersförp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;40
202302;0468777      Volvo Personvagnar AB (Göteborg);Gustaf Larssons väg;Göteborg;Rest. Hive Food Market kundnr: 0468777;3283 FTI Plastförp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;300
202302;05122775    Volvo Personvagnar AB (Göteborg);Gustaf Larssons Väg;Göteborg;SAAN;3283 FTI Plastförp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;45
202302;05122775    Volvo Personvagnar AB (Göteborg);Gustaf Larssons Väg;Göteborg;SAAN;3284 FTI Pappersförp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;55
202302;05122775    Volvo Personvagnar AB (Göteborg);Gustaf Larssons Väg;Göteborg;SAAN;3431 Kontorspapper;R3;R3 Recycled, incl metal scrap;200101;NEJ;50
202302;05122775    Volvo Personvagnar AB (Göteborg);Gustaf Larssons Väg;Göteborg;SAAN;3846 Wellpapp, löst;R3;R3 Recycled, incl metal scrap;200101;NEJ;30
202302;05279690    Volvo Personvagnar AB (Göteborg);John Bunyans Väg;Göteborg;PVÖL Office Waste;3283 FTI Plastförp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;70
202302;05279690    Volvo Personvagnar AB (Göteborg);John Bunyans Väg;Göteborg;PVÖL Office Waste;3284 FTI Pappersförp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;70
202302;03879145    Volvo Personvagnar AB (Göteborg);John Bunyans väg 4;Göteborg;PV Byggnad PVÖL;3846 Wellpapp, löst;R3;R3 Recycled, incl metal scrap;200101;NEJ;7 240
202302;05711031    Volvo Personvagnar AB (Göteborg);Karossvägen VCI;Göteborg;Projekt tömning VCI;3425 Sekretesspapper;R3;R3 Recycled, incl metal scrap;200101;NEJ;4 436
202302;05645056    Volvo Personvagnar AB (Göteborg);Assar Gabrielssons väg. RA;Göteborg;RA FNI 2 Östra;3283 FTI Plastförp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;50
202302;05645056    Volvo Personvagnar AB (Göteborg);Assar Gabrielssons väg. RA;Göteborg;RA FNI 2 Östra;3284 FTI Pappersförp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;115
202302;05645072    Volvo Personvagnar AB (Göteborg);Assar Gabrielssons väg. RA;Göteborg;RA FNI 3 Södra;3283 FTI Plastförp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;40
202302;0447193      Volvo Personvagnar AB (Göteborg);N/A;Göteborg;PVÖ, kundnr: 0447193;3846 Wellpapp, löst;R3;R3 Recycled, incl metal scrap;200101;NEJ;7 640
202302;05177985    Volvo Personvagnar AB (Göteborg);PV-gatan;Göteborg;PV14 Office Waste;3283 FTI Plastförp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;155
202302;05177985    Volvo Personvagnar AB (Göteborg);PV-gatan;Göteborg;PV14 Office Waste;3284 FTI Pappersförp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;530
202302;05190673    Volvo Personvagnar AB (Göteborg);Röra Byväg;Göteborg;CWT2;3846 Wellpapp, löst;R3;R3 Recycled, incl metal scrap;200101;NEJ;120
202302;0469601      Volvo Personvagnar AB (Göteborg);TLE;Göteborg;TLE, kundnr: 0469601;3846 Wellpapp, löst;R3;R3 Recycled, incl metal scrap;200101;NEJ;21
202302;05153739    Volvo Personvagnar AB (Göteborg);Tunnelvägen;Göteborg;PVT;3283 FTI Plastförp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;40
202302;05153739    Volvo Personvagnar AB (Göteborg);Tunnelvägen;Göteborg;PVT;3284 FTI Pappersförp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;10
202302;05642202    Volvo Personvagnar AB (Göteborg);Utrustningsvägen;Göteborg;WPO TUN;3283 FTI Plastförp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;30
202302;0468793      Volvo Personvagnar AB (Göteborg);VAK / Gunnar Engellaus väg 8;Göteborg;The Melting Pot och The Bikery;3283 FTI Plastförp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;110
202302;0468793      Volvo Personvagnar AB (Göteborg);VAK / Gunnar Engellaus väg 8;Göteborg;The Melting Pot och The Bikery;3284 FTI Pappersförp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;180
202302;0468793      Volvo Personvagnar AB (Göteborg);VAK / Gunnar Engellaus väg 8;Göteborg;The Melting Pot och The Bikery;3846 Wellpapp, löst;R3;R3 Recycled, incl metal scrap;200101;NEJ;270
202302;0469544      Volvo Personvagnar AB (Göteborg);VCI;Göteborg;VCI, kundnr: 0469544;3425 Sekretesspapper;R3;R3 Recycled, incl metal scrap;200101;NEJ;79
202302;0178863      Volvo Personvagnar AB (Göteborg);Volvo Jakobs väg;Göteborg;PVH, kundnr: 0178863;3283 FTI Plastförp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;80
202302;0178863      Volvo Personvagnar AB (Göteborg);Volvo Jakobs väg;Göteborg;PVH, kundnr: 0178863;3284 FTI Pappersförp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;120
202302;0178863      Volvo Personvagnar AB (Göteborg);Volvo Jakobs väg;Göteborg;PVH, kundnr: 0178863;3431 Kontorspapper;R3;R3 Recycled, incl metal scrap;200101;NEJ;220
202302;0178863      Volvo Personvagnar AB (Göteborg);Volvo Jakobs väg;Göteborg;PVH, kundnr: 0178863;3846 Wellpapp, löst;R3;R3 Recycled, incl metal scrap;200101;NEJ;1 015
202302;03756251    Volvo Personvagnar AB (Göteborg);Volvo jakobs väg 15;Göteborg;Volvo Byggnad: PV17;3431 Kontorspapper;R3;R3 Recycled, incl metal scrap;200101;NEJ;40
202302;0468785      Volvo Personvagnar AB (Göteborg);Volvo Jakobs väg 3;Göteborg;Rest. Höjden, kundnr: 0468785;3283 FTI Plastförp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;110
202302;04363347    Volvo Personvagnar AB (Göteborg);Volvo Jakobs Väg/PVD Norra;Göteborg;Rest. The Harvest (Volvo PVD);3283 FTI Plastförp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;120
202302;03764123    Volvo Personvagnar AB (Göteborg);Assar Gabrielssons Väg;Göteborg;Chang i Polestar-huset;3285 FTI Metallförp, FNI;R4;R4 Recycled, incl metal scrap;200140;NEJ;40
202302;0447318      Volvo Personvagnar AB (Göteborg);Assar Gabrielssons Väg;Göteborg;RV, Bilar och Tekn.supp, kundnr: 0447318;452 Blybatterier, start;R4;R4 Recycled, incl metal scrap;160601;JA;426
202302;0447318      Volvo Personvagnar AB (Göteborg);Assar Gabrielssons Väg;Göteborg;RV, Bilar och Tekn.supp, kundnr: 0447318;1875 Komplext skrot för fragm;R4;R4 Recycled, incl metal scrap;120199;NEJ;1 480
202302;0447318      Volvo Personvagnar AB (Göteborg);Assar Gabrielssons Väg;Göteborg;RV, Bilar och Tekn.supp, kundnr: 0447318;3501 Batterier, små (maxvikt 3 kg);R4;R4 Recycled, incl metal scrap;200133;JA;7
202302;05645072    Volvo Personvagnar AB (Göteborg);Assar Gabrielssons väg. RA;Göteborg;RA FNI 3 Södra;3284 FTI Pappersförp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;35
202302;0468801      Volvo Personvagnar AB (Göteborg);Assar Gabrielssons väg 5;Göteborg;Rest. Jacob, kundnr: 0468801;3285 FTI Metallförp, FNI;R4;R4 Recycled, incl metal scrap;200140;NEJ;15
202302;05456355    Volvo Personvagnar AB (Göteborg);Designvägen;Göteborg;PV Miljö 1;3285 FTI Metallförp, FNI;R4;R4 Recycled, incl metal scrap;200140;NEJ;10
202302;0185512      Volvo Personvagnar AB (Göteborg);Gunnar Engellaus;Göteborg;Rest. Emma, kundnr: 0185512;3285 FTI Metallförp, FNI;R4;R4 Recycled, incl metal scrap;200140;NEJ;15
202302;05119557    Volvo Personvagnar AB (Göteborg);Gunnar Engellaus väg;Göteborg;FNI - VAK Miljöstation;18019 Kontorselektronik;R4;R4 Recycled, incl metal scrap;160213;JA;145
202302;05318936    Volvo Personvagnar AB (Göteborg);Gunnar Engellaus väg;Göteborg;PVV Office Waste;3501 Batterier, små (maxvikt 3 kg);R4;R4 Recycled, incl metal scrap;200133;JA;5
202302;05318936    Volvo Personvagnar AB (Göteborg);Gunnar Engellaus väg;Göteborg;PVV Office Waste;3715 Övriga lampor < 60 cm;R4;R4 Recycled, incl metal scrap;160215;JA;1
202302;0178855      Volvo Personvagnar AB (Göteborg);Gunnar Engellaus väg;Göteborg;VAK, kundnr: 0178855;3803 Litiumjonbatterier;R4;R4 Recycled, incl metal scrap;160605;NEJ;2
202302;0468777      Volvo Personvagnar AB (Göteborg);Gustaf Larssons väg;Göteborg;Rest. Hive Food Market kundnr: 0468777;3285 FTI Metallförp, FNI;R4;R4 Recycled, incl metal scrap;200140;NEJ;65
202302;05122775    Volvo Personvagnar AB (Göteborg);Gustaf Larssons Väg;Göteborg;SAAN;3285 FTI Metallförp, FNI;R4;R4 Recycled, incl metal scrap;200140;NEJ;5
202302;03879145    Volvo Personvagnar AB (Göteborg);John Bunyans väg 4;Göteborg;PV Byggnad PVÖL;1899 Blandskrot;R4;R4 Recycled, incl metal scrap;200140;NEJ;2 060
202302;05711031    Volvo Personvagnar AB (Göteborg);Karossvägen VCI;Göteborg;Projekt tömning VCI;1899 Blandskrot;R4;R4 Recycled, incl metal scrap;200140;NEJ;2 600
202302;04621678    Volvo Personvagnar AB (Göteborg);Miljöstation RA;Göteborg;FA Styckegods;452 Blybatterier, start;R4;R4 Recycled, incl metal scrap;160601;JA;708
202302;0447250      Volvo Personvagnar AB (Göteborg);N/A;Göteborg;PV Bilar, kundnr: 0447250;1882 Miljöbeh.Bilkarosser Mix Opressad;R4;R4 Recycled, incl metal scrap;200140;NEJ;36 700
202302;0447193      Volvo Personvagnar AB (Göteborg);N/A;Göteborg;PVÖ, kundnr: 0447193;1875 Komplext skrot för fragm;R4;R4 Recycled, incl metal scrap;120199;NEJ;23 797
202302;0447193      Volvo Personvagnar AB (Göteborg);N/A;Göteborg;PVÖ, kundnr: 0447193;3803 Litiumjonbatterier;R4;R4 Recycled, incl metal scrap;160605;NEJ;228
202302;0447235      Volvo Personvagnar AB (Göteborg);N/A;Göteborg;TLE Bilar, kundnr: 0447235;1882 Miljöbeh.Bilkarosser Mix Opressad;R4;R4 Recycled, incl metal scrap;200140;NEJ;18 010
202302;04257192    Volvo Personvagnar AB (Lammhult);Nyholmsvägen 1;Lammhult;Externlager Lammhult;1875 Komplext skrot för fragm;R4;R4 Recycled, incl metal scrap;120199;NEJ;9 621
202302;0283077      Volvo Personvagnar AB (Göteborg);PVRS Riskskjul Döda dalen;Göteborg;PV Styckegods Farligt Avfall;3501 Batterier, små (maxvikt 3 kg);R4;R4 Recycled, incl metal scrap;200133;JA;25
202302;0283077      Volvo Personvagnar AB (Göteborg);PVRS Riskskjul Döda dalen;Göteborg;PV Styckegods Farligt Avfall;3702 Oljefilter;R4;R4 Recycled, incl metal scrap;160107;JA;56
202302;0283077      Volvo Personvagnar AB (Göteborg);PVRS Riskskjul Döda dalen;Göteborg;PV Styckegods Farligt Avfall;3715 Övriga lampor < 60 cm;R4;R4 Recycled, incl metal scrap;160215;JA;1
202302;0283077      Volvo Personvagnar AB (Göteborg);PVRS Riskskjul Döda dalen;Göteborg;PV Styckegods Farligt Avfall;3803 Litiumjonbatterier;R4;R4 Recycled, incl metal scrap;160605;NEJ;15
202302;05552054    Volvo Personvagnar AB (Göteborg);PVTR Tunnelvägen;Göteborg;PV - TP3-4 Elektrifiering;3701 Lysrör;R4;R4 Recycled, incl metal scrap;200121;JA;25
202302;05190673    Volvo Personvagnar AB (Göteborg);Röra Byväg;Göteborg;CWT2;1899 Blandskrot;R4;R4 Recycled, incl metal scrap;170405;NEJ;1 620
202302;0469627      Volvo Personvagnar AB (Göteborg);TD;Göteborg;TD, kundnr: 0469627;1875 Komplext skrot för fragm;R4;R4 Recycled, incl metal scrap;120199;NEJ;960
202302;0477752      Volvo Personvagnar AB (Göteborg);TLA Norra;Göteborg;Utställningar, kundnr: 0477752;18019 Kontorselektronik;R4;R4 Recycled, incl metal scrap;160213;JA;1 128
202302;0469601      Volvo Personvagnar AB (Göteborg);TLE;Göteborg;TLE, kundnr: 0469601;1875 Komplext skrot för fragm;R4;R4 Recycled, incl metal scrap;120199;NEJ;3 320
202302;0447201      Volvo Personvagnar AB (Göteborg);Tunnelvägen, G5 Förråd 101;Göteborg;PV ÅV GÅRD, kundnr: 0447201;1875 Komplext skrot för fragm;R4;R4 Recycled, incl metal scrap;120199;NEJ;13 990
202302;0447201      Volvo Personvagnar AB (Göteborg);Tunnelvägen, G5 Förråd 101;Göteborg;PV ÅV GÅRD, kundnr: 0447201;18019 Kontorselektronik;R4;R4 Recycled, incl metal scrap;160213;JA;1 254
202302;0468793      Volvo Personvagnar AB (Göteborg);VAK / Gunnar Engellaus väg 8;Göteborg;The Melting Pot och The Bikery;3285 FTI Metallförp, FNI;R4;R4 Recycled, incl metal scrap;200140;NEJ;70
202302;0178863      Volvo Personvagnar AB (Göteborg);Volvo Jakobs väg;Göteborg;PVH, kundnr: 0178863;3285 FTI Metallförp, FNI;R4;R4 Recycled, incl metal scrap;200140;NEJ;5
202302;0468785      Volvo Personvagnar AB (Göteborg);Volvo Jakobs väg 3;Göteborg;Rest. Höjden, kundnr: 0468785;3285 FTI Metallförp, FNI;R4;R4 Recycled, incl metal scrap;200140;NEJ;40
202302;04363347    Volvo Personvagnar AB (Göteborg);Volvo Jakobs Väg/PVD Norra;Göteborg;Rest. The Harvest (Volvo PVD);3285 FTI Metallförp, FNI;R4;R4 Recycled, incl metal scrap;200140;NEJ;55
202302;03764123    Volvo Personvagnar AB (Göteborg);Assar Gabrielssons Väg;Göteborg;Chang i Polestar-huset;3292 FTI Glas ofärgat förp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;5
202302;03764123    Volvo Personvagnar AB (Göteborg);Assar Gabrielssons Väg;Göteborg;Chang i Polestar-huset;3293 FTI Glas färgat förp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;5
202302;0447318      Volvo Personvagnar AB (Göteborg);Assar Gabrielssons Väg;Göteborg;RV, Bilar och Tekn.supp, kundnr: 0447318;3305 Glas, isomix;R5;R5 Recycled, incl metal scrap;191205;NEJ;452
202302;0468801      Volvo Personvagnar AB (Göteborg);Assar Gabrielssons väg 5;Göteborg;Rest. Jacob, kundnr: 0468801;3293 FTI Glas färgat förp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;10
202302;05456355    Volvo Personvagnar AB (Göteborg);Designvägen;Göteborg;PV Miljö 1;3292 FTI Glas ofärgat förp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;5
202302;05456355    Volvo Personvagnar AB (Göteborg);Designvägen;Göteborg;PV Miljö 1;3293 FTI Glas färgat förp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;5
202302;0185512      Volvo Personvagnar AB (Göteborg);Gunnar Engellaus;Göteborg;Rest. Emma, kundnr: 0185512;3293 FTI Glas färgat förp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;10
202302;05318936    Volvo Personvagnar AB (Göteborg);Gunnar Engellaus väg;Göteborg;PVV Office Waste;3292 FTI Glas ofärgat förp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;5
202302;05318936    Volvo Personvagnar AB (Göteborg);Gunnar Engellaus väg;Göteborg;PVV Office Waste;3293 FTI Glas färgat förp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;5
202302;0468777      Volvo Personvagnar AB (Göteborg);Gustaf Larssons väg;Göteborg;Rest. Hive Food Market kundnr: 0468777;3292 FTI Glas ofärgat förp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;45
202302;0468777      Volvo Personvagnar AB (Göteborg);Gustaf Larssons väg;Göteborg;Rest. Hive Food Market kundnr: 0468777;3293 FTI Glas färgat förp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;30
202302;0468777      Volvo Personvagnar AB (Göteborg);Gustaf Larssons väg;Göteborg;Rest. Hive Food Market kundnr: 0468777;3799 Porslin;R5;R5 Recycled, incl metal scrap;200199;NEJ;10
202302;05122775    Volvo Personvagnar AB (Göteborg);Gustaf Larssons Väg;Göteborg;SAAN;3292 FTI Glas ofärgat förp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;5
202302;05122775    Volvo Personvagnar AB (Göteborg);Gustaf Larssons Väg;Göteborg;SAAN;3293 FTI Glas färgat förp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;5
202302;05279690    Volvo Personvagnar AB (Göteborg);John Bunyans Väg;Göteborg;PVÖL Office Waste;3292 FTI Glas ofärgat förp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;5
202302;05279690    Volvo Personvagnar AB (Göteborg);John Bunyans Väg;Göteborg;PVÖL Office Waste;3293 FTI Glas färgat förp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;5
202302;03408291    Volvo Personvagnar AB (Göteborg);Miljöstation 1-2;Göteborg;Volvo RA, TIR;3906 Verksamhetsavfall för sortering;R11;R11 Recycled, incl metal scrap;200301;NEJ;5 875
202302;05250022    Volvo Personvagnar AB (Göteborg);Parkering PVBL;Göteborg;Batlab Steg 3;3692 Gips;R5;R5 Recycled, incl metal scrap;170802;NEJ;1 150
202302;04133906    Volvo Personvagnar AB (Göteborg);PVÅV Gården, Röra Byväg;Göteborg;PVÅV Office Waste;3292 FTI Glas ofärgat förp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;5
202302;04133906    Volvo Personvagnar AB (Göteborg);PVÅV Gården, Röra Byväg;Göteborg;PVÅV Office Waste;3293 FTI Glas färgat förp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;5
202302;05190673    Volvo Personvagnar AB (Göteborg);Röra Byväg;Göteborg;CWT2;3692 Gips;R5;R5 Recycled, incl metal scrap;170802;NEJ;2 720
202302;05190673    Volvo Personvagnar AB (Göteborg);Röra Byväg;Göteborg;CWT2;3913 Konstruktionsmaterial, bygg & riv;R5;R5 Recycled, incl metal scrap;170904;NEJ;4 500
202302;0447201      Volvo Personvagnar AB (Göteborg);Tunnelvägen, G5 Förråd 101;Göteborg;PV ÅV GÅRD, kundnr: 0447201;3292 FTI Glas ofärgat förp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;10
202302;0447201      Volvo Personvagnar AB (Göteborg);Tunnelvägen, G5 Förråd 101;Göteborg;PV ÅV GÅRD, kundnr: 0447201;3293 FTI Glas färgat förp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;10
202302;0468793      Volvo Personvagnar AB (Göteborg);VAK / Gunnar Engellaus väg 8;Göteborg;The Melting Pot och The Bikery;3292 FTI Glas ofärgat förp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;50
202302;0468793      Volvo Personvagnar AB (Göteborg);VAK / Gunnar Engellaus väg 8;Göteborg;The Melting Pot och The Bikery;3293 FTI Glas färgat förp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;65
202302;0178863      Volvo Personvagnar AB (Göteborg);Volvo Jakobs väg;Göteborg;PVH, kundnr: 0178863;3292 FTI Glas ofärgat förp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;5
202302;0178863      Volvo Personvagnar AB (Göteborg);Volvo Jakobs väg;Göteborg;PVH, kundnr: 0178863;3293 FTI Glas färgat förp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;5
202302;05017280    Volvo Personvagnar AB (Göteborg);Volvo Jakobs Väg;Göteborg;PVÖS Hörnet;3292 FTI Glas ofärgat förp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;5
202302;05017280    Volvo Personvagnar AB (Göteborg);Volvo Jakobs Väg;Göteborg;PVÖS Hörnet;3293 FTI Glas färgat förp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;5
202302;0468785      Volvo Personvagnar AB (Göteborg);Volvo Jakobs väg 3;Göteborg;Rest. Höjden, kundnr: 0468785;3292 FTI Glas ofärgat förp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;25
202302;0468785      Volvo Personvagnar AB (Göteborg);Volvo Jakobs väg 3;Göteborg;Rest. Höjden, kundnr: 0468785;3293 FTI Glas färgat förp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;15
202302;04363347    Volvo Personvagnar AB (Göteborg);Volvo Jakobs Väg/PVD Norra;Göteborg;Rest. The Harvest (Volvo PVD);3292 FTI Glas ofärgat förp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;5
202302;04363347    Volvo Personvagnar AB (Göteborg);Volvo Jakobs Väg/PVD Norra;Göteborg;Rest. The Harvest (Volvo PVD);3293 FTI Glas färgat förp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;5
202302;0447318      Volvo Personvagnar AB (Göteborg);Assar Gabrielssons Väg;Göteborg;RV, Bilar och Tekn.supp, kundnr: 0447318;3958 Spillolja;R9;R9 Recycled, incl metal scrap;130205;JA;1 820
202302;04621678    Volvo Personvagnar AB (Göteborg);Miljöstation RA;Göteborg;FA Styckegods;3959 Olja för återvinning;R9;R9 Recycled, incl metal scrap;130205;JA;234
202302;0283077      Volvo Personvagnar AB (Göteborg);PVRS Riskskjul Döda dalen;Göteborg;PV Styckegods Farligt Avfall;3958 Spillolja;R9;R9 Recycled, incl metal scrap;130899;JA;2
202302;05066683    Volvo Personvagnar AB (Göteborg);Röra Byväg (NÖ PVÖ);Göteborg;Vagnverkstan PVÖ;3959 Olja för återvinning;R9;R9 Recycled, incl metal scrap;130205;JA;1 820
202302;0469601      Volvo Personvagnar AB (Göteborg);TLE;Göteborg;TLE, kundnr: 0469601;3958 Spillolja;R9;R9 Recycled, incl metal scrap;130899;JA;201
202303;0178855      Volvo Personvagnar AB (Göteborg);Gunnar Engellaus väg;Göteborg;VAK, kundnr: 0178855;3610 Träpallar;-1;-1 N/A;-1;NEJ;199
202303;0283077      Volvo Personvagnar AB (Göteborg);PVRS Riskskjul Döda dalen;Göteborg;PV Styckegods Farligt Avfall;3023 Alkaliskt avfall flytande;D9;D9 Without energy recovery;200115;JA;74
202303;05190673    Volvo Personvagnar AB (Göteborg);Röra Byväg;Göteborg;CWT2;3352 Aerosoler Isocyanater;D10;D10 Without energy recovery;160504;JA;4
