Lev.YearMonth;Hämtställe;Hämtställe Gatuadress;Hämtställe Ort;Hämtställe Märkning;Artikel;RODkod;RodKodbeskr;EWCkod;Farligt avfall;Kvantitet kg
202303;03764123    Volvo Personvagnar AB (Göteborg);Assar Gabrielssons Väg;Göteborg;Chang i Polestar-huset;3799 Porslin;R5;R5 Recycled, incl metal scrap;200199;NEJ;5
202303;0468801      Volvo Personvagnar AB (Göteborg);Assar Gabrielssons väg 5;Göteborg;Rest. Jacob, kundnr: 0468801;3293 FTI Glas färgat förp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;5
202303;05456355    Volvo Personvagnar AB (Göteborg);Designvägen;Göteborg;PV Miljö 1;3292 FTI Glas ofärgat förp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;5
202303;05456355    Volvo Personvagnar AB (Göteborg);Designvägen;Göteborg;PV Miljö 1;3293 FTI Glas färgat förp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;50
202303;0185512      Volvo Personvagnar AB (Göteborg);Gunnar Engellaus;Göteborg;Rest. Emma, kundnr: 0185512;3293 FTI Glas färgat förp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;10
202303;05318936    Volvo Personvagnar AB (Göteborg);Gunnar Engellaus väg;Göteborg;PVV Office Waste;3292 FTI Glas ofärgat förp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;5
202303;05318936    Volvo Personvagnar AB (Göteborg);Gunnar Engellaus väg;Göteborg;PVV Office Waste;3293 FTI Glas färgat förp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;20
202303;05318936    Volvo Personvagnar AB (Göteborg);Gunnar Engellaus väg;Göteborg;PVV Office Waste;3799 Porslin;R5;R5 Recycled, incl metal scrap;200199;NEJ;5
202303;05119540    Volvo Personvagnar AB (Göteborg);Gunnar Engellaus väg;Göteborg;VAK Godsmottagning;3292 FTI Glas ofärgat förp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;70
202303;05119540    Volvo Personvagnar AB (Göteborg);Gunnar Engellaus väg;Göteborg;VAK Godsmottagning;3293 FTI Glas färgat förp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;35
202303;0468777      Volvo Personvagnar AB (Göteborg);Gustaf Larssons väg;Göteborg;Rest. Hive Food Market kundnr: 0468777;3292 FTI Glas ofärgat förp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;60
202303;0468777      Volvo Personvagnar AB (Göteborg);Gustaf Larssons väg;Göteborg;Rest. Hive Food Market kundnr: 0468777;3293 FTI Glas färgat förp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;35
202303;0283127      Volvo Personvagnar AB (Göteborg);N/A;Göteborg;Byggnad PV 17, kundnr: 0283127;4244 Släckvatten innehållande;R5;R5 Recycled, incl metal scrap;161001;JA;1 220
202303;05250022    Volvo Personvagnar AB (Göteborg);Parkering PVBL;Göteborg;Batlab Steg 3;3692 Gips;R5;R5 Recycled, incl metal scrap;170802;NEJ;1 500
202303;04133906    Volvo Personvagnar AB (Göteborg);PVÅV Gården, Röra Byväg;Göteborg;PVÅV Office Waste;3292 FTI Glas ofärgat förp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;5
202303;04133906    Volvo Personvagnar AB (Göteborg);PVÅV Gården, Röra Byväg;Göteborg;PVÅV Office Waste;3293 FTI Glas färgat förp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;5
202303;05190673    Volvo Personvagnar AB (Göteborg);Röra Byväg;Göteborg;CWT2;3692 Gips;R5;R5 Recycled, incl metal scrap;170802;NEJ;7 250
202303;0447201      Volvo Personvagnar AB (Göteborg);Tunnelvägen, G5 Förråd 101;Göteborg;PV ÅV GÅRD, kundnr: 0447201;3292 FTI Glas ofärgat förp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;10
202303;0447201      Volvo Personvagnar AB (Göteborg);Tunnelvägen, G5 Förråd 101;Göteborg;PV ÅV GÅRD, kundnr: 0447201;3293 FTI Glas färgat förp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;55
202303;0447201      Volvo Personvagnar AB (Göteborg);Tunnelvägen, G5 Förråd 101;Göteborg;PV ÅV GÅRD, kundnr: 0447201;3305 Glas, isomix;R5;R5 Recycled, incl metal scrap;191205;NEJ;4 400
202303;05314943    Volvo Personvagnar AB (Göteborg);Utrustningsvägen;Göteborg;Project - TUN Etapp 2;4267 Schaktmassor oanalyserad,bygg & riv;R5;R5 Recycled, incl metal scrap;170504;NEJ;176 300
202303;0468793      Volvo Personvagnar AB (Göteborg);VAK / Gunnar Engellaus väg 8;Göteborg;The Melting Pot och The Bikery;3292 FTI Glas ofärgat förp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;20
202303;0468793      Volvo Personvagnar AB (Göteborg);VAK / Gunnar Engellaus väg 8;Göteborg;The Melting Pot och The Bikery;3293 FTI Glas färgat förp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;30
202303;0178863      Volvo Personvagnar AB (Göteborg);Volvo Jakobs väg;Göteborg;PVH, kundnr: 0178863;3292 FTI Glas ofärgat förp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;5
202303;0178863      Volvo Personvagnar AB (Göteborg);Volvo Jakobs väg;Göteborg;PVH, kundnr: 0178863;3293 FTI Glas färgat förp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;5
202303;05017280    Volvo Personvagnar AB (Göteborg);Volvo Jakobs Väg;Göteborg;PVÖS Hörnet;3292 FTI Glas ofärgat förp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;5
202303;05017280    Volvo Personvagnar AB (Göteborg);Volvo Jakobs Väg;Göteborg;PVÖS Hörnet;3293 FTI Glas färgat förp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;5
202303;0468785      Volvo Personvagnar AB (Göteborg);Volvo Jakobs väg 3;Göteborg;Rest. Höjden, kundnr: 0468785;3292 FTI Glas ofärgat förp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;5
202303;0468785      Volvo Personvagnar AB (Göteborg);Volvo Jakobs väg 3;Göteborg;Rest. Höjden, kundnr: 0468785;3293 FTI Glas färgat förp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;5
202303;04621678    Volvo Personvagnar AB (Göteborg);Miljöstation RA;Göteborg;FA Styckegods;3959 Olja för återvinning;R9;R9 Recycled, incl metal scrap;130205;JA;331
202303;0283051      Volvo Personvagnar AB (Göteborg);N/A;Göteborg;Byggnad PVÖ, kundnr: 0283051;3958 Spillolja;R9;R9 Recycled, incl metal scrap;130899;JA;660
202303;0283135      Volvo Personvagnar AB (Göteborg);Norra gatan;Göteborg;PVTR Bränsle;3959 Olja för återvinning;R9;R9 Recycled, incl metal scrap;130205;JA;8 600
202303;0283077      Volvo Personvagnar AB (Göteborg);PVRS Riskskjul Döda dalen;Göteborg;PV Styckegods Farligt Avfall;3377 Diesel;R9;R9 Recycled, incl metal scrap;130701;JA;22
202303;0283077      Volvo Personvagnar AB (Göteborg);PVRS Riskskjul Döda dalen;Göteborg;PV Styckegods Farligt Avfall;3958 Spillolja;R9;R9 Recycled, incl metal scrap;130899;JA;1 157
202304;0178855      Volvo Personvagnar AB (Göteborg);Gunnar Engellaus väg;Göteborg;VAK, kundnr: 0178855;3610 Träpallar;-1;-1 N/A;-1;NEJ;132
202304;0283077      Volvo Personvagnar AB (Göteborg);PVRS Riskskjul Döda dalen;Göteborg;PV Styckegods Farligt Avfall;3023 Alkaliskt avfall flytande;D9;D9 Without energy recovery;200115;JA;120
202304;05249420    Volvo Personvagnar AB (Göteborg);PV-gatan Batlabs etablering vid PV17;Göteborg;PV Sprinkler;3506 Asbest, bunden;D1;D1 Landfill;170605;JA;350
202304;04430708    Volvo Personvagnar AB (Göteborg);John Bunyans väg 4;Göteborg;Skrotning Airbags PVÖL;3547 Pyroteknisk utrustning;D10;D10 Without energy recovery;160110;JA;482
202304;0447193      Volvo Personvagnar AB (Göteborg);N/A;Göteborg;PVÖ, kundnr: 0447193;3547 Pyroteknisk utrustning;D10;D10 Without energy recovery;160110;JA;8
202304;05250022    Volvo Personvagnar AB (Göteborg);Parkering PVBL;Göteborg;Batlab Steg 3;3663 Isolering ej återvinningsbar;D1;D1 Landfill;170604;NEJ;150
202304;05668033    Volvo Personvagnar AB (Göteborg);Tunnelvägen;Göteborg;Project - WPO PV Renovation;3663 Isolering ej återvinningsbar;D1;D1 Landfill;170604;NEJ;40
202304;0468793      Volvo Personvagnar AB (Göteborg);VAK / Gunnar Engellaus väg 8;Göteborg;The Melting Pot och The Bikery;3904 Verksamhetsavfall till deponi;D1;D1 Landfill;160304;NEJ;20
202304;0476374      Volvo Personvagnar AB (Göteborg);N/A;Göteborg;PVS Design, kundnr: 0476374;3916 Avfall till deponi, bygg & riv;D1;D1 Landfill;170904;NEJ;6 310
202304;0283077      Volvo Personvagnar AB (Göteborg);PVRS Riskskjul Döda dalen;Göteborg;PV Styckegods Farligt Avfall;3030 Bensin;R1;R1 With energy recovery;130702;JA;857
202304;0282996      Volvo Personvagnar AB (Göteborg);Röra Byväg (PVN-port);Göteborg;Bränsleförrådet PVBF;3030 Bensin;R1;R1 With energy recovery;130702;JA;580
202304;05066667    Volvo Personvagnar AB (Göteborg);Volvo Jakobs väg;Göteborg;Bränsleförråd 10;3030 Bensin;R1;R1 With energy recovery;130702;JA;1 960
202304;05628151    Volvo Personvagnar AB (Göteborg);Amazonvägen;Göteborg;VHK;3094 Hushållsavfall,utsorterat;R1;R1 With energy recovery;200301;NEJ;300
202304;03764123    Volvo Personvagnar AB (Göteborg);Assar Gabrielssons Väg;Göteborg;Chang i Polestar-huset;3094 Hushållsavfall,utsorterat;R1;R1 With energy recovery;200301;NEJ;738
202304;0185512      Volvo Personvagnar AB (Göteborg);Gunnar Engellaus;Göteborg;Rest. Emma, kundnr: 0185512;3094 Hushållsavfall,utsorterat;R1;R1 With energy recovery;200301;NEJ;360
202304;0468777      Volvo Personvagnar AB (Göteborg);Gustaf Larssons väg;Göteborg;Rest. Hive Food Market kundnr: 0468777;3094 Hushållsavfall,utsorterat;R1;R1 With energy recovery;200301;NEJ;2 700
202304;03879145    Volvo Personvagnar AB (Göteborg);John Bunyans väg 4;Göteborg;PV Byggnad PVÖL;3094 Hushållsavfall,utsorterat;R1;R1 With energy recovery;200301;NEJ;320
202304;05190673    Volvo Personvagnar AB (Göteborg);Röra Byväg;Göteborg;CWT2;3094 Hushållsavfall,utsorterat;R1;R1 With energy recovery;200301;NEJ;500
202304;0178863      Volvo Personvagnar AB (Göteborg);Volvo Jakobs väg;Göteborg;PVH, kundnr: 0178863;3094 Hushållsavfall,utsorterat;R1;R1 With energy recovery;200301;NEJ;1 420
202304;0468785      Volvo Personvagnar AB (Göteborg);Volvo Jakobs väg 3;Göteborg;Rest. Höjden, kundnr: 0468785;3094 Hushållsavfall,utsorterat;R1;R1 With energy recovery;200301;NEJ;545
202304;05190673    Volvo Personvagnar AB (Göteborg);Röra Byväg;Göteborg;CWT2;3160 Träavfall målat, bygg & riv;R1;R1 With energy recovery;170201;NEJ;8 080
202304;05668033    Volvo Personvagnar AB (Göteborg);Tunnelvägen;Göteborg;Project - WPO PV Renovation;3160 Träavfall målat, bygg & riv;R1;R1 With energy recovery;170201;NEJ;620
202304;0283077      Volvo Personvagnar AB (Göteborg);PVRS Riskskjul Döda dalen;Göteborg;PV Styckegods Farligt Avfall;3221 Färg-, lack-, limavfall;R1;R1 With energy recovery;080111;JA;301
202304;0283077      Volvo Personvagnar AB (Göteborg);PVRS Riskskjul Döda dalen;Göteborg;PV Styckegods Farligt Avfall;3222 Färg-, lack-, limavfall;R1;R1 With energy recovery;080112;NEJ;168
202304;05751532    Volvo Personvagnar AB (Mölndal);Ålegårdsgatan 5;Mölndal;Projekt Limtester, ABB TestCentre;3236 Härdare, övriga;R1;R1 With energy recovery;070214;JA;212
202304;05358114    Volvo Personvagnar AB (Göteborg);Assar Gabrielssons väg;Göteborg;Byggnad RB;3283 FTI Plastförp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;40
202304;05358114    Volvo Personvagnar AB (Göteborg);Assar Gabrielssons väg;Göteborg;Byggnad RB;3284 FTI Pappersförp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;50
202304;04446910    Volvo Personvagnar AB (Göteborg);Assar Gabrielssons väg;Göteborg;Projekt RA;1875 Komplext skrot för fragm;R4;R4 Recycled, incl metal scrap;120199;NEJ;8 150
202304;0447177      Volvo Personvagnar AB (Göteborg);Miljöstation 1;Göteborg;RA 1:an;3601 Träavfall, omålat;R1;R1 With energy recovery;200138;NEJ;29 600
202304;0447177      Volvo Personvagnar AB (Göteborg);Miljöstation 1;Göteborg;RA 1:an;3906 Verksamhetsavfall för sortering;R11;R11 Recycled, incl metal scrap;200301;NEJ;40
202304;0447177      Volvo Personvagnar AB (Göteborg);Miljöstation 1;Göteborg;RA 1:an;3112 PP-EPDM;R13;R13 Recycled, incl metal scrap;070213;NEJ;820
202304;0447177      Volvo Personvagnar AB (Göteborg);Miljöstation 1;Göteborg;RA 1:an;3969 PET/PP Plastband;R13;R13 Recycled, incl metal scrap;200139;NEJ;2 280
202304;05190673    Volvo Personvagnar AB (Göteborg);Röra Byväg;Göteborg;CWT2;3601 Träavfall, omålat;R1;R1 With energy recovery;200138;NEJ;920
202304;0469510      Volvo Personvagnar AB (Göteborg);Miljöstation 2;Göteborg;RA 2:an;3601 Träavfall, omålat;R1;R1 With energy recovery;200138;NEJ;28 200
202304;05295142    Volvo Personvagnar AB (Göteborg);John Bunyans väg;Göteborg;Karosslådor PVLG;3602 Träavfall, målat;R1;R1 With energy recovery;200138;NEJ;39 450
202304;03879145    Volvo Personvagnar AB (Göteborg);John Bunyans väg 4;Göteborg;PV Byggnad PVÖL;3602 Träavfall, målat;R1;R1 With energy recovery;200138;NEJ;16 240
202304;05336987    Volvo Personvagnar AB (Göteborg);Pressvägen/Väster om TLA;Göteborg;Möbelförråd WPO;3602 Träavfall, målat;R1;R1 With energy recovery;200138;NEJ;2 740
202304;0469601      Volvo Personvagnar AB (Göteborg);TLE;Göteborg;TLE, kundnr: 0469601;3602 Träavfall, målat;R1;R1 With energy recovery;200138;NEJ;1 840
202304;0469510      Volvo Personvagnar AB (Göteborg);Miljöstation 2;Göteborg;RA 2:an;3602 Träavfall, målat;R1;R1 With energy recovery;200138;NEJ;9 200
202304;05456355    Volvo Personvagnar AB (Göteborg);Designvägen;Göteborg;PV Miljö 1;3654 Hushållsavfall för sortering;R1;R1 With energy recovery;200301;NEJ;5 760
202304;0178855      Volvo Personvagnar AB (Göteborg);Gunnar Engellaus väg;Göteborg;VAK, kundnr: 0178855;3654 Hushållsavfall för sortering;R1;R1 With energy recovery;200301;NEJ;2 180
202304;0469510      Volvo Personvagnar AB (Göteborg);Miljöstation 2;Göteborg;RA 2:an;3654 Hushållsavfall för sortering;R1;R1 With energy recovery;200301;NEJ;1 420
202304;0283077      Volvo Personvagnar AB (Göteborg);PVRS Riskskjul Döda dalen;Göteborg;PV Styckegods Farligt Avfall;3732 Absorbenter, trasor &;R1;R1 With energy recovery;150202;JA;140
202304;0283077      Volvo Personvagnar AB (Göteborg);PVRS Riskskjul Döda dalen;Göteborg;PV Styckegods Farligt Avfall;3752 Lösningsmedel;R1;R1 With energy recovery;140603;JA;178
202304;03791647    Volvo Personvagnar AB (Göteborg);Assar Gabrielssons väg 9;Göteborg;Byggnad VB;3905 Brännbart, utsorterat;R1;R1 With energy recovery;160199;NEJ;1 060
202304;05119540    Volvo Personvagnar AB (Göteborg);Gunnar Engellaus väg;Göteborg;VAK Godsmottagning;3905 Brännbart, utsorterat;R1;R1 With energy recovery;160199;NEJ;15
202304;0178855      Volvo Personvagnar AB (Göteborg);Gunnar Engellaus väg;Göteborg;VAK, kundnr: 0178855;3905 Brännbart, utsorterat;R1;R1 With energy recovery;160199;NEJ;220
202304;0469536      Volvo Personvagnar AB (Göteborg);Gunnar Engellaus väg 2;Göteborg;Volvohallen, kundnr: 0469536;3905 Brännbart, utsorterat;R1;R1 With energy recovery;160199;NEJ;210
202304;0469528      Volvo Personvagnar AB (Göteborg);Gustaf Larssons väg 12;Göteborg;SAA, kundnr: 0469528;3905 Brännbart, utsorterat;R1;R1 With energy recovery;160199;NEJ;400
202304;0447177      Volvo Personvagnar AB (Göteborg);Miljöstation 1;Göteborg;RA 1:an;3905 Brännbart, utsorterat;R1;R1 With energy recovery;160199;NEJ;6 200
202304;03725918    Volvo Personvagnar AB (Göteborg);N/A;Göteborg;TGS  Färglabb;3905 Brännbart, utsorterat;R1;R1 With energy recovery;160199;NEJ;100
202304;01654250    Volvo Personvagnar AB (Göteborg);PVV;Göteborg;PVV, kundnr: 01654250;3905 Brännbart, utsorterat;R1;R1 With energy recovery;160199;NEJ;940
202304;0477745      Volvo Personvagnar AB (Göteborg);SAB;Göteborg;SAB, kundnr: 0477745;3905 Brännbart, utsorterat;R1;R1 With energy recovery;160199;NEJ;420
202304;0469619      Volvo Personvagnar AB (Göteborg);TLA;Göteborg;TLA, kundnr: 0469619;3905 Brännbart, utsorterat;R1;R1 With energy recovery;160199;NEJ;140
202304;0469601      Volvo Personvagnar AB (Göteborg);TLE;Göteborg;TLE, kundnr: 0469601;3905 Brännbart, utsorterat;R1;R1 With energy recovery;160199;NEJ;370
202304;0447201      Volvo Personvagnar AB (Göteborg);Tunnelvägen, G5 Förråd 101;Göteborg;PV ÅV GÅRD, kundnr: 0447201;3905 Brännbart, utsorterat;R1;R1 With energy recovery;160199;NEJ;13 700
202304;05336987    Volvo Personvagnar AB (Göteborg);Pressvägen/Väster om TLA;Göteborg;Möbelförråd WPO;3909 Brännbart grovt/överstort;R1;R1 With energy recovery;160199;NEJ;400
202304;0477752      Volvo Personvagnar AB (Göteborg);TLA Norra;Göteborg;Utställningar, kundnr: 0477752;3909 Brännbart grovt/överstort;R1;R1 With energy recovery;160199;NEJ;2 100
202304;0447201      Volvo Personvagnar AB (Göteborg);Tunnelvägen, G5 Förråd 101;Göteborg;PV ÅV GÅRD, kundnr: 0447201;3909 Brännbart grovt/överstort;R1;R1 With energy recovery;160199;NEJ;4 850
202304;05295142    Volvo Personvagnar AB (Göteborg);John Bunyans väg;Göteborg;Karosslådor PVLG;3906 Verksamhetsavfall för sortering;R11;R11 Recycled, incl metal scrap;200301;NEJ;13 450
202304;05190673    Volvo Personvagnar AB (Göteborg);Röra Byväg;Göteborg;CWT2;3163 Plast, Bygg och rivning;R11;R11 Recycled, incl metal scrap;170203;NEJ;1 180
202304;05668033    Volvo Personvagnar AB (Göteborg);Tunnelvägen;Göteborg;Project - WPO PV Renovation;3921 Sammansatt avfall, bygg & riv;R11;R11 Recycled, incl metal scrap;170904;NEJ;1 950
202304;05314943    Volvo Personvagnar AB (Göteborg);Utrustningsvägen;Göteborg;Project - TUN Etapp 2;3691 Asfalt, bygg & riv;R11;R11 Recycled, incl metal scrap;170302;NEJ;17 100
202304;05705835    Volvo Personvagnar AB (Göteborg);Utrustningsvägen TU östra sidan;Göteborg;Cars & Technical support;3906 Verksamhetsavfall för sortering;R11;R11 Recycled, incl metal scrap;200301;NEJ;2 780
202304;0178855      Volvo Personvagnar AB (Göteborg);Gunnar Engellaus väg;Göteborg;VAK, kundnr: 0178855;3624 LDPE transparent, obalat;R13;R13 Recycled, incl metal scrap;200139;NEJ;70
202304;0447177      Volvo Personvagnar AB (Göteborg);Miljöstation 1;Göteborg;RA 1:an;3431 Kontorspapper;R3;R3 Recycled, incl metal scrap;200101;NEJ;500
202304;0447177      Volvo Personvagnar AB (Göteborg);Miljöstation 1;Göteborg;RA 1:an;3846 Wellpapp, löst;R3;R3 Recycled, incl metal scrap;200101;NEJ;4 980
202304;05008305    Volvo Personvagnar AB (Göteborg);Volvo RA/Lastplats E8;Göteborg;Kärl kasserad kanalplast PP-Well;3626 PS;R13;R13 Recycled, incl metal scrap;191204;NEJ;1 500
202304;05008305    Volvo Personvagnar AB (Göteborg);Volvo RA/Lastplats E8;Göteborg;Kärl kasserad kanalplast PP-Well;3627 PP;R13;R13 Recycled, incl metal scrap;160119;NEJ;1 900
202304;05628151    Volvo Personvagnar AB (Göteborg);Amazonvägen;Göteborg;VHK;3283 FTI Plastförp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;30
202304;05628151    Volvo Personvagnar AB (Göteborg);Amazonvägen;Göteborg;VHK;3846 Wellpapp, löst;R3;R3 Recycled, incl metal scrap;200101;NEJ;7
202304;0469510      Volvo Personvagnar AB (Göteborg);Miljöstation 2;Göteborg;RA 2:an;3909 Brännbart grovt/överstort;R1;R1 With energy recovery;160199;NEJ;4 450
202304;03764123    Volvo Personvagnar AB (Göteborg);Assar Gabrielssons Väg;Göteborg;Chang i Polestar-huset;3283 FTI Plastförp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;70
202304;03764123    Volvo Personvagnar AB (Göteborg);Assar Gabrielssons Väg;Göteborg;Chang i Polestar-huset;3284 FTI Pappersförp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;10
202304;03764123    Volvo Personvagnar AB (Göteborg);Assar Gabrielssons Väg;Göteborg;Chang i Polestar-huset;3846 Wellpapp, löst;R3;R3 Recycled, incl metal scrap;200101;NEJ;230
202304;0468801      Volvo Personvagnar AB (Göteborg);Assar Gabrielssons väg 5;Göteborg;Rest. Jacob, kundnr: 0468801;3283 FTI Plastförp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;80
202304;0468801      Volvo Personvagnar AB (Göteborg);Assar Gabrielssons väg 5;Göteborg;Rest. Jacob, kundnr: 0468801;3922 Organiskt avfall fr. kök;R3;R3 Recycled, incl metal scrap;200108;NEJ;227
202304;03791647    Volvo Personvagnar AB (Göteborg);Assar Gabrielssons väg 9;Göteborg;Byggnad VB;3846 Wellpapp, löst;R3;R3 Recycled, incl metal scrap;200101;NEJ;93
202304;05250022    Volvo Personvagnar AB (Göteborg);Parkering PVBL;Göteborg;Batlab Steg 3;8244 Grovt-överstort, bygg & riv;R1;R1 With energy recovery;170904;NEJ;850
202304;0469510      Volvo Personvagnar AB (Göteborg);Miljöstation 2;Göteborg;RA 2:an;3891 LDPE 80/20;R13;R13 Recycled, incl metal scrap;200139;NEJ;1 080
202304;0469510      Volvo Personvagnar AB (Göteborg);Miljöstation 2;Göteborg;RA 2:an;3846 Wellpapp, löst;R3;R3 Recycled, incl metal scrap;200101;NEJ;12 220
202304;05456355    Volvo Personvagnar AB (Göteborg);Designvägen;Göteborg;PV Miljö 1;3283 FTI Plastförp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;60
202304;05456355    Volvo Personvagnar AB (Göteborg);Designvägen;Göteborg;PV Miljö 1;3284 FTI Pappersförp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;60
202304;05456355    Volvo Personvagnar AB (Göteborg);Designvägen;Göteborg;PV Miljö 1;3431 Kontorspapper;R3;R3 Recycled, incl metal scrap;200101;NEJ;70
202304;0185512      Volvo Personvagnar AB (Göteborg);Gunnar Engellaus;Göteborg;Rest. Emma, kundnr: 0185512;3283 FTI Plastförp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;50
202304;0185512      Volvo Personvagnar AB (Göteborg);Gunnar Engellaus;Göteborg;Rest. Emma, kundnr: 0185512;3846 Wellpapp, löst;R3;R3 Recycled, incl metal scrap;200101;NEJ;90
202304;05119557    Volvo Personvagnar AB (Göteborg);Gunnar Engellaus väg;Göteborg;FNI - VAK Miljöstation;3440 Tissue;R3;R3 Recycled, incl metal scrap;200101;NEJ;100
202304;05318936    Volvo Personvagnar AB (Göteborg);Gunnar Engellaus väg;Göteborg;PVV Office Waste;3283 FTI Plastförp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;30
202304;05318936    Volvo Personvagnar AB (Göteborg);Gunnar Engellaus väg;Göteborg;PVV Office Waste;3284 FTI Pappersförp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;60
202304;05318936    Volvo Personvagnar AB (Göteborg);Gunnar Engellaus väg;Göteborg;PVV Office Waste;3425 Sekretesspapper;R3;R3 Recycled, incl metal scrap;200101;NEJ;127
202304;05119540    Volvo Personvagnar AB (Göteborg);Gunnar Engellaus väg;Göteborg;VAK Godsmottagning;3283 FTI Plastförp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;95
202304;05119540    Volvo Personvagnar AB (Göteborg);Gunnar Engellaus väg;Göteborg;VAK Godsmottagning;3284 FTI Pappersförp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;280
202304;05119540    Volvo Personvagnar AB (Göteborg);Gunnar Engellaus väg;Göteborg;VAK Godsmottagning;3431 Kontorspapper;R3;R3 Recycled, incl metal scrap;200101;NEJ;90
202304;0178855      Volvo Personvagnar AB (Göteborg);Gunnar Engellaus väg;Göteborg;VAK, kundnr: 0178855;3425 Sekretesspapper;R3;R3 Recycled, incl metal scrap;200101;NEJ;1 362
202304;0178855      Volvo Personvagnar AB (Göteborg);Gunnar Engellaus väg;Göteborg;VAK, kundnr: 0178855;3846 Wellpapp, löst;R3;R3 Recycled, incl metal scrap;200101;NEJ;400
202304;04395760    Volvo Personvagnar AB (Göteborg);Gunnar Engellaus väg;Göteborg;VAKVN, Kundnr: 04395760;3283 FTI Plastförp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;40
202304;04395760    Volvo Personvagnar AB (Göteborg);Gunnar Engellaus väg;Göteborg;VAKVN, Kundnr: 04395760;3284 FTI Pappersförp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;15
202304;04395760    Volvo Personvagnar AB (Göteborg);Gunnar Engellaus väg;Göteborg;VAKVN, Kundnr: 04395760;3431 Kontorspapper;R3;R3 Recycled, incl metal scrap;200101;NEJ;30
202304;0469536      Volvo Personvagnar AB (Göteborg);Gunnar Engellaus väg 2;Göteborg;Volvohallen, kundnr: 0469536;3283 FTI Plastförp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;40
202304;0469536      Volvo Personvagnar AB (Göteborg);Gunnar Engellaus väg 2;Göteborg;Volvohallen, kundnr: 0469536;3284 FTI Pappersförp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;25
202304;05177977    Volvo Personvagnar AB (Göteborg);Gustaf Larssons väg;Göteborg;PVS Design Office Waste;3283 FTI Plastförp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;60
202304;05177977    Volvo Personvagnar AB (Göteborg);Gustaf Larssons väg;Göteborg;PVS Design Office Waste;3284 FTI Pappersförp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;30
202304;0468777      Volvo Personvagnar AB (Göteborg);Gustaf Larssons väg;Göteborg;Rest. Hive Food Market kundnr: 0468777;3283 FTI Plastförp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;380
202304;05122775    Volvo Personvagnar AB (Göteborg);Gustaf Larssons Väg;Göteborg;SAAN;3283 FTI Plastförp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;40
202304;05122775    Volvo Personvagnar AB (Göteborg);Gustaf Larssons Väg;Göteborg;SAAN;3284 FTI Pappersförp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;60
202304;05122775    Volvo Personvagnar AB (Göteborg);Gustaf Larssons Väg;Göteborg;SAAN;3846 Wellpapp, löst;R3;R3 Recycled, incl metal scrap;200101;NEJ;75
202304;04896791    Volvo Personvagnar AB (Göteborg);John Bunyans väg;Göteborg;OA v 104 PVLG R&D;3674 Oljeavskiljaravfall bottensats;R3;R3 Recycled, incl metal scrap;130502;JA;1 540
